,user,txt,dt,user_location
770,ErikaAnderson3,@Fla_Pol @realRyanNicol Where does Ms. Graham stand on legalization and taxation of recreational marijuana?,Thu Jul 26 18:39:04 +0000 2018,"New Port Richey, Florida"
771,UFLaw,"Kim Rivers (JD 03) is Chief Executive Officer, Chairman and Director of @Trulieve, a vertically integrated ‘seed-to… https://t.co/vj5aJJrNGW",Thu Jul 26 18:31:00 +0000 2018,"Gainesville, FL"
772,WholisticPeds,Love this pediatric Crohn's story! The success story we recently published featured a woman who also had Crohn's di… https://t.co/C7QIRNxaBG,Thu Jul 26 18:29:06 +0000 2018,"Tampa, FL"
773,WholisticPeds,Love this pediatric Crohn's story! The success story we recently published featured a woman who also had Crohn's di… https://t.co/d0MmlWHDJe,Thu Jul 26 18:29:00 +0000 2018,"Tampa, FL"
774,jenn_fleischer,👆👆This entrepreneur was raised by one and married one. I’ve been trained to spot and seize. 10 months ago we examin… https://t.co/0QYrNTibtL,Thu Jul 26 18:28:06 +0000 2018,"Jacksonville Beach, FL"
775,tess_r_martin,RT @ChrisKingFL: 2.5 million Floridians are going without healthcare because they can't afford it. Here's how we can make healthcare more a…,Thu Jul 26 18:24:12 +0000 2018,"inside my skull, USA"
776,DendeCannabist,"RT @MayorLevine: That is why I’ve put forward a careful, forward-thinking plan to legalize marijuana in our state as Governor. In Miami Bea…",Thu Jul 26 18:22:45 +0000 2018,Central Coast CA
777,DendeCannabist,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 18:22:32 +0000 2018,Central Coast CA
778,bfplginger,RT @ChrisKingFL: 2.5 million Floridians are going without healthcare because they can't afford it. Here's how we can make healthcare more a…,Thu Jul 26 18:22:17 +0000 2018,
779,__Krisssyy,RT @ChrisKingFL: 2.5 million Floridians are going without healthcare because they can't afford it. Here's how we can make healthcare more a…,Thu Jul 26 18:21:49 +0000 2018,Central Florida 
780,MDFTintl,Earn CE's with The National Institute on Drug Abuse - NIDA's new online course on Adolescent Marijuana Use. Don't m… https://t.co/usktg2oXQc,Thu Jul 26 18:21:04 +0000 2018,"Miami, FL"
781,SarahEmily82,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 18:16:04 +0000 2018,"Gainesville, FL"
782,PISSEDMF,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 18:15:51 +0000 2018,United States
783,isarosepress,RT @nemmers_author: RT @ReaderFaves The Laredo marijuana Racket. Read the True Crime blog. ➡https://t.co/38dE3E9dLl  https://t.co/O11EiET5y…,Thu Jul 26 18:07:32 +0000 2018,United States
784,ShesgotRegs,RT @ChrisKingFL: 2.5 million Floridians are going without healthcare because they can't afford it. Here's how we can make healthcare more a…,Thu Jul 26 18:05:37 +0000 2018,United States
785,YuriThomas99,RT @ChrisKingFL: 2.5 million Floridians are going without healthcare because they can't afford it. Here's how we can make healthcare more a…,Thu Jul 26 18:05:06 +0000 2018,Los Angeles
786,ChrisKingFL,2.5 million Floridians are going without healthcare because they can't afford it. Here's how we can make healthcare… https://t.co/NTpBlZzPvw,Thu Jul 26 18:03:29 +0000 2018,"Orlando, FL"
787,nemmers_author,RT @ReaderFaves The Laredo marijuana Racket. Read the True Crime blog. ➡https://t.co/38dE3E9dLl  https://t.co/O11EiET5yh #amreading,Thu Jul 26 18:03:19 +0000 2018,"Minnesota, USA"
788,HeadacheFreePA,The Monthly Migraine: Seven things migraine sufferers want you to know https://t.co/b2QfuiPjjk,Thu Jul 26 18:01:16 +0000 2018,"Pennsylvania, USA"
789,RJTheRealOne,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 17:56:01 +0000 2018,Miami
790,SteveBarnesFL,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 17:55:09 +0000 2018,"Sanford, Fl"
791,Florida_MJ,"V.A. Shuns Medical Marijuana, Leaving Vets to Improvise https://t.co/rLwHLbd0TP, see more https://t.co/RFi21BV7uk",Thu Jul 26 17:55:07 +0000 2018,"Miami, FL"
792,MyCannaMD,"By now, most people have heard about #Epidiolex: the first FDA-approved drug comprised of an active ingredient from… https://t.co/AMZDyZIPJ2",Thu Jul 26 17:46:39 +0000 2018,"Orlando, FL"
793,DrugTestNews,Medical marijuana working group meets at Oklahoma state Capitol Wednesday https://t.co/bioydnntmR,Thu Jul 26 17:46:28 +0000 2018,"Boca Raton, FL"
794,JamesWann7,"Bob Marley was buried with his red Gibson guitar, a Bible opened to Psalm 23, and some marijuana.",Thu Jul 26 17:46:01 +0000 2018,"Miami, FL"
795,moneydoctor66,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 17:41:32 +0000 2018,"Volusia County, Florida"
796,TRUSTinbound,Hot off the press! THE INCROWD is out!  https://t.co/66NWZXpqgK Thanks to @HempStaff @SITSSHOW #marijuana,Thu Jul 26 17:35:03 +0000 2018,"Ponte Vedra, FL"
797,peachreyes,Bad Question: Should medical marijuana be leagalized? Good questions about marijuana can be found here… https://t.co/8XAabzuWhT,Thu Jul 26 17:27:20 +0000 2018,Miami
798,Pgatewood7,"Just spent the night in jail for 5 grams of marijuana...WOW don't get caught with weed in Clearwater,Fl",Thu Jul 26 17:25:13 +0000 2018,"Clearwater, FL"
799,vincipeople,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 17:14:34 +0000 2018,Estados Unidos
800,travoloso,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 17:06:55 +0000 2018,"East Point, GA"
801,CurrConsultGrp,"NJ suspends all #marijuana-related cases until September. #CurrentCompliance
https://t.co/gsdPAZBAif",Thu Jul 26 17:00:00 +0000 2018,"Coral Springs, FL"
802,derekdob,Call Kurtis: The Government Seized $29K Of Mine When I Did Nothing Wrong #TSA #teaparty #tcot https://t.co/pgcFwz2PBL,Thu Jul 26 16:55:15 +0000 2018,"Tampa, FL"
803,rsrochlin,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 16:51:40 +0000 2018,"Sarasota, FL"
804,PaCrossroads,Medical marijuana patients anxious as they navigate new system in Pa.: https://t.co/NHnEEytBy7 via @WPSU,Thu Jul 26 16:48:00 +0000 2018,"Pennsylvania, USA"
805,DrugTestNews,Synthetic marijuana and brighter lights could improve the lives of people with dementia https://t.co/ZMzpW6Lnqo,Thu Jul 26 16:46:28 +0000 2018,"Boca Raton, FL"
806,reasonpolicy,Because it’s not like helping vets is the V.A.’s job or anything &lt;facepalm&gt; https://t.co/2IBcVOwQKS,Thu Jul 26 16:30:51 +0000 2018,"Siesta Key, FL"
807,MrSmallCap,3 Marijuana Stocks Betting On Canna-Tourism &amp; Canadian Legalization https://t.co/E6lz4AcC3Z https://t.co/uIgA1xF8hk,Thu Jul 26 16:29:29 +0000 2018,"Miami, FL"
808,FriedonBusiness,@FriedonBusiness Show 462: #MedicalCannabis update 4 #maimi #miamibeach &amp; #Flroida | #breakingNews and your #brand… https://t.co/7ASDRRdVC7,Thu Jul 26 16:25:48 +0000 2018,South Florida
809,slidewinding,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 16:18:32 +0000 2018,🏳️‍🌈 LGBTQ 🏳️‍🌈 Embrace Diversity 🏳️‍🌈
810,RationalPrimate,RT @gnewburn: This @CatoInstitute report says marijuana prohibition cost Florida (in expenditures and estimated lost revenue) $725 million…,Thu Jul 26 16:17:55 +0000 2018,"Washington, USA"
811,MarijuanaOrl,California vape cartridge maker issues voluntary marijuana product recall https://t.co/23KuNEAtDJ https://t.co/oJSXjN3fPq,Thu Jul 26 16:13:11 +0000 2018,"Orlando, Florida"
812,icy40oz,"@sararidesabike @BuzzFeedNews Rapist Brock Turner, who served less time than someone arrested for marijuana possession...",Thu Jul 26 16:07:26 +0000 2018,"Coral Springs, FL"
813,SupRadioShow,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 16:06:56 +0000 2018,"Panama City Beach, Florida"
814,tazbeat,"@FoxNews ""For the people"" is the tag line for Morgan and Morgan; a personal injury law firm in Florida. John Morgan… https://t.co/Nq0P8mVeWg",Thu Jul 26 16:04:12 +0000 2018,"North Fort Myers, FL"
815,TheddisAk,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 15:59:24 +0000 2018,"Washington, DC"
816,kitti_17949,"While I am Pro-Legalization, because marijuana has a legit medical need for people and is more natural than pills,… https://t.co/FY19XPLhnq",Thu Jul 26 15:55:59 +0000 2018,"Pennsylvania, USA"
817,jbevis10,LCSO deputy says she smelled marijuana on K. Brown during a traffic stop. #trialtweets,Thu Jul 26 15:48:18 +0000 2018,Fort Myers 
818,mythematix,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 15:43:18 +0000 2018,knowmadic//miami
819,SeanBrodrick,@tomangell Could that marijuana be sold on every corner from taco trucks on every corner?,Thu Jul 26 15:42:12 +0000 2018,"West Palm Beach, FL"
820,housinghero,"SHAME ON THE VA - VA shuns medical marijuana, leaving veterans to improvise https://t.co/4l2rjDODbJ",Thu Jul 26 15:37:50 +0000 2018,"Kendall, FL"
821,Ladycaroline65,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 15:35:49 +0000 2018,Florida
822,DavidsonsMarine,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 15:34:14 +0000 2018,
823,ErnieMosteller,RT @gnewburn: This @CatoInstitute report says marijuana prohibition cost Florida (in expenditures and estimated lost revenue) $725 million…,Thu Jul 26 15:33:45 +0000 2018,"Mount Dora, FL"
824,GGMasterFunk,RT @gnewburn: This @CatoInstitute report says marijuana prohibition cost Florida (in expenditures and estimated lost revenue) $725 million…,Thu Jul 26 15:26:21 +0000 2018,
825,stretchlimo5,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 15:20:28 +0000 2018,"Satsuma, FL Formerly PA"
826,DrugTestNews,A former top Justice Department official reveals how the US government could crack down on the exploding legal mari… https://t.co/gic9epIa6i,Thu Jul 26 15:16:29 +0000 2018,"Boca Raton, FL"
827,JordanSanchezCA,RT @gnewburn: This @CatoInstitute report says marijuana prohibition cost Florida (in expenditures and estimated lost revenue) $725 million…,Thu Jul 26 15:15:29 +0000 2018,"California, USA"
828,KatMurti,RT @gnewburn: This @CatoInstitute report says marijuana prohibition cost Florida (in expenditures and estimated lost revenue) $725 million…,Thu Jul 26 15:14:01 +0000 2018,"Washington, D.C."
829,JETFlorida,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 15:11:03 +0000 2018,Florida
830,EdgePbs,"Because neighboring states are considering legalization, NY may soon legalize cannabis in an attempt to cash in on… https://t.co/9qod278sL3",Thu Jul 26 15:04:43 +0000 2018,"Pennsylvania, USA"
831,CurrConsultGrp,"Recreational #marijuana not likely to make fall ballot in OK. #CurrentCompliance 
https://t.co/kPmw5k8cB3",Thu Jul 26 15:00:02 +0000 2018,"Coral Springs, FL"
832,GPSobe,"On point article about the current state of CBD in the United States. 

https://t.co/iXH3UkaUaR https://t.co/iXH3UkaUaR",Thu Jul 26 14:59:24 +0000 2018,South Beach
833,WandaSchwerer,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:56:34 +0000 2018,Florida
834,JimHaugPBG,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:46:24 +0000 2018,"Palm Beach Gardens, FL"
835,marvymuse,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:40:33 +0000 2018,United States
836,Healthesystems,"This month from our Workers' Comprehensive eNewsletter: Millennials make their mark on workers' comp, a flurry of m… https://t.co/C4SFJHnMwY",Thu Jul 26 14:38:37 +0000 2018,"Tampa, FL"
837,amy_bitterling,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:25:32 +0000 2018,United States
838,drmsmcbride,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:19:44 +0000 2018,"Florida, USA"
839,TBRandi,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:19:33 +0000 2018,St Pete
840,musser_benson,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:19:33 +0000 2018,"Longwood, FL"
841,DrugTestNews,Colorado widow denied husband's insurance compensation over marijuana https://t.co/JdSYEZRG0R,Thu Jul 26 14:16:31 +0000 2018,"Boca Raton, FL"
842,cusackdr,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:13:48 +0000 2018,
843,TAW3343,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 14:07:11 +0000 2018,"Florida, USA"
844,SouthboundRiser,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 13:56:02 +0000 2018,Not limited by geography
845,TheOneJane,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 13:38:23 +0000 2018,"Florida, USA"
846,daveyj1964,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 13:38:22 +0000 2018,
847,TRUSTinbound,Oklahoma Medical Marijuana Supporters Cry Foul on THC Limits - Cannabis Business Times https://t.co/2WYSnp5xAG,Thu Jul 26 13:36:53 +0000 2018,"Ponte Vedra, FL"
848,TRUSTinbound,Hot off the press! THE INCROWD is out!  https://t.co/66NWZXpqgK Thanks to @paristheodorou @SLM420LOVE @RadioInfluence #cannabis #marijuana,Thu Jul 26 13:36:52 +0000 2018,"Ponte Vedra, FL"
849,charlottewiggs,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 13:22:31 +0000 2018,"Merritt Island, Fl"
850,FloydBhere,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 13:09:58 +0000 2018,"Tallahassee, FL"
851,yung_mizukage_,Imagine someone’s allergic to weed and they try smoking it and they need to be hospitalized and they say “oh yeah t… https://t.co/ohAF2oxXI3,Thu Jul 26 13:02:30 +0000 2018,Broward
852,CurrConsultGrp,"Despite public opinion, #scientists are still worried about the #health impacts of #marijuana ingestion.… https://t.co/OMonBMMwWL",Thu Jul 26 13:00:01 +0000 2018,"Coral Springs, FL"
853,donna816,"@cspanwj OK Medical Marijuana will help you ....Have a great day all ...Two b-day parties in a row today and tomorrow ...???? 
#Adios!!",Thu Jul 26 12:58:49 +0000 2018,"Naples, Florida "
854,mellowmoronme2,@NewtTrump Got a better yet! Fire Sessons!! The legalization of marijuana will fix a lot of things especially the o… https://t.co/2wtvqKdOev,Thu Jul 26 12:53:58 +0000 2018,"New Port Richey, FL"
855,S57Steve,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 12:52:48 +0000 2018,
856,Artemis_J_Jones,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 12:48:53 +0000 2018,Treasure Coast of Florida
857,JipseSol30,What are you waiting for?  Improve your health today! LINK IN BIO #cbdoil #cbd #cbdbusiness #hemp #marijuana… https://t.co/fDDMQLur1i,Thu Jul 26 12:46:24 +0000 2018,"Pennsylvania, USA"
858,LagunaTicked,"RT @womenonthemove1: this past Urban Beach week, MBPD arrested African Americans for marijuana. The percentage of African Americans arreste…",Thu Jul 26 12:37:09 +0000 2018,
859,jenna_leah84,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 12:35:43 +0000 2018,"Miami, FL"
860,Jahradics211,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 12:32:25 +0000 2018,"Jacksonville, FL"
861,QuantumHumanity,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 12:24:58 +0000 2018,Global
862,womenonthemove1,"this past Urban Beach week, MBPD arrested African Americans for marijuana. The percentage of African Americans arre… https://t.co/HQNOSP9zsh",Thu Jul 26 12:18:22 +0000 2018,South Florida
863,LawlessJohnny,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 12:14:09 +0000 2018,Earth
864,womenonthemove1,"@MayorLevine @Papa_Keith @1035TheBEAT And yet, @MayorLevine, Miami Beach STILL arrests a disproportionate number of… https://t.co/fQded1qZoF",Thu Jul 26 12:13:57 +0000 2018,South Florida
865,leesu44,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 11:53:18 +0000 2018,Minnesota/Florida
866,DrugTestNews,Advocates urge limited regulation in first public Capitol hearing on medical marijuana policy https://t.co/IhwuHpvFvu,Thu Jul 26 11:46:28 +0000 2018,"Boca Raton, FL"
867,marcosabait,It's Official: Canada Post Will Be Delivering Marijuana Directly To Your Home https://t.co/Q3TCS2S9Nl,Thu Jul 26 11:44:08 +0000 2018,Switzerland
868,EdwinRo47796972,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 11:42:35 +0000 2018,"Florida, USA"
869,sandymartin,Marijuana and Opioid Users May Have Trouble Considering Future Behaviors https://t.co/Lf6avYzcPP,Thu Jul 26 11:41:02 +0000 2018,"Fort Lauderdale, FL"
870,youbeccabelieve,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 11:40:22 +0000 2018,Florida
871,PhilAmmann,"RT @SSNAlerts: .@RepCurbelo, @TulsiGabbard team up on Marijuana Data Collection Act: https://t.co/eaLCSBgW9m #SSNalerts #sayfie #FlaPol",Thu Jul 26 11:36:19 +0000 2018,"St. Petersburg, FL"
872,In_Market_Magic,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 11:31:56 +0000 2018,"Oldsmar, FL"
873,SSNAlerts,".@RepCurbelo, @TulsiGabbard team up on Marijuana Data Collection Act: https://t.co/eaLCSBgW9m #SSNalerts #sayfie #FlaPol",Thu Jul 26 11:30:31 +0000 2018,"Tallahassee, Florida"
874,darionavarro111,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 11:22:18 +0000 2018,"San Diego, CA"
875,FinzGreta,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 11:22:08 +0000 2018,"Florida, USA"
876,DrugTestNews,Oklahoma medical marijuana applications go up Thursday https://t.co/FCwPACWOG7,Thu Jul 26 11:16:29 +0000 2018,"Boca Raton, FL"
877,3girlsnow,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 11:09:39 +0000 2018,
878,kcolaizzo,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:56:04 +0000 2018,tequesta
879,jtrapp83,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:51:12 +0000 2018,"Oviedo, FL"
880,news965wdbo,Ohio congressman wants pot legalized across U.S. through Marijuana Justice act - https://t.co/4UAHnKYvtq #news965… https://t.co/zgigpEqRJb,Thu Jul 26 10:51:02 +0000 2018,"Orlando, FL"
881,staggs8309,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:49:26 +0000 2018,"Gulf Coast, FL"
882,katieandjerome,Massive marijuana operation found on Georgia chicken farm https://t.co/DW1yE7uENA,Thu Jul 26 10:43:25 +0000 2018,"Dothan, AL"
883,UpperKeysDems,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:43:03 +0000 2018,Florida Keys
884,gmt1e6,"RT @gymbeaux143: Banning straws; that ought to teach everyone, right? What about banning tobacco products? They actually cause deaths? Why…",Thu Jul 26 10:37:06 +0000 2018,
885,Judysgirl3,"RT @MayorLevine: That is why I’ve put forward a careful, forward-thinking plan to legalize marijuana in our state as Governor. In Miami Bea…",Thu Jul 26 10:33:23 +0000 2018,
886,Judysgirl3,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:33:02 +0000 2018,
887,lawnjock478,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:21:52 +0000 2018,Ohio/Florida
888,damingez,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:14:06 +0000 2018,
889,_etherealenigma,"why y’all so obsessed w/ me?
close my case &amp; move on ‘cause u’re not sneaky enough like the butler in mr deeds😂😂😂ve… https://t.co/NqEVU3E5zq",Thu Jul 26 10:12:22 +0000 2018,"lakeland, florida"
890,Love747Jets,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:03:55 +0000 2018,"Florida, USA"
891,redpete704,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 10:02:29 +0000 2018,
892,billyjack_1951,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 09:59:48 +0000 2018,Jacksonville FL
893,lmpilots,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 09:57:38 +0000 2018,"Florida, Panama, Sicily"
894,SunRaie,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 09:51:40 +0000 2018,Florida
895,DrugTestNews,Editorial: A starting point on decriminalizing pot -- The matter of marijuana decriminalization is long overdue and… https://t.co/ComcJniHKI,Thu Jul 26 09:46:28 +0000 2018,"Boca Raton, FL"
896,gymbeaux143,"Banning straws; that ought to teach everyone, right? What about banning tobacco products? They actually cause death… https://t.co/W3gH211vy3",Thu Jul 26 09:46:28 +0000 2018,"Slidell, Louisiana"
897,maacda,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 09:42:41 +0000 2018,
898,PinellasDems,"Retweeted Mayor Philip Levine (@MayorLevine):

This year, we can move in the right direction. Let’s #VoteYESon4 and… https://t.co/9Rf3UVOCuQ",Thu Jul 26 08:37:12 +0000 2018,"Pinellas County, FL"
899,DeboraKae,@4TobaccoRights The government needs to just go live their lives! I use vape for my medical marijuana. What next? L… https://t.co/8ip5aGTjOl,Thu Jul 26 08:00:22 +0000 2018,"Leesburg, Fl"
900,RhoniDu,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 07:53:30 +0000 2018,"Winter Haven, Florida"
901,SpiceDabs,@SloanRanger23 Thats what happens when you do marijuana just 1 time,Thu Jul 26 07:49:34 +0000 2018,"Pennsylvania, USA"
902,DrugTestNews,Bipartisan marijuana working group meets today https://t.co/ybZBTws4x5.,Thu Jul 26 07:46:28 +0000 2018,"Boca Raton, FL"
903,prega_per_agus,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 07:34:38 +0000 2018,"Weston, FL"
904,nadiaampm,RT @krassenstein: BREAKING:  The City of Seattle has just filed a motion to vacate all convictions &amp; drop all charges for marijuana possess…,Thu Jul 26 07:31:03 +0000 2018,"Washington, USA"
905,SchleyhahnA,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 07:27:23 +0000 2018,Gotham
906,SchleyhahnA,"RT @MayorLevine: That is why I’ve put forward a careful, forward-thinking plan to legalize marijuana in our state as Governor. In Miami Bea…",Thu Jul 26 07:27:07 +0000 2018,Gotham
907,Phaedrejax,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 07:26:12 +0000 2018,
908,OFDHILLARY2016,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 06:46:52 +0000 2018,"Sarasota, FL Born in Nottm, UK"
909,aliciahurlz,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 06:22:44 +0000 2018,orlando
910,DrugTestNews,Marijuana business signs lease to open store in Bethel https://t.co/Q0ytPWblQM,Thu Jul 26 06:16:29 +0000 2018,"Boca Raton, FL"
911,triinelts,RT @MotherSquid: @RyanJKaz @left_republic @BLFactsRule @kipfinch @triinelts @NHKristy76 @freddyatton @BeckiLewis @Debranorville2 @mog7546 @…,Thu Jul 26 05:53:46 +0000 2018,
912,Starboy29246564,"RT @the420company: I don’t see me on there but that’s cool. 🤷🏼‍♂️ @_the420company_ .
.
.
.
.
#weed #wakeandbake #stoner #funny #smokeweed #…",Thu Jul 26 05:21:07 +0000 2018,"Pretoria, South Africa"
913,PrtStonePrtWolf,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 05:08:27 +0000 2018,"Davenport, FL"
914,Scottorsini,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 05:07:19 +0000 2018,St Pete FL
915,5141quid,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 04:58:58 +0000 2018,
916,BeingMe2016,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 04:56:03 +0000 2018,United States
917,deoca45,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 04:47:57 +0000 2018,
