,user,txt,dt,user_location
1392,DrugTestNews,"The Play: Medical marijuana, immigration and chefs https://t.co/rMpo0bEmdK",Tue Jul 24 15:16:32 +0000 2018,"Boca Raton, FL"
1393,AlxR291,@DanScavino Here’s the other headline “US Coast Guard just made Cocaine more profitable and drug cartels are rejoic… https://t.co/qc3sIBjo3R,Tue Jul 24 15:07:48 +0000 2018,"Orange Beach, AL"
1394,reasonpolicy,A look at the data behind claims of drug cartels exploiting Colorado marijuana market. https://t.co/z3Ior1yGLx,Tue Jul 24 15:05:14 +0000 2018,"Siesta Key, FL"
1395,studiomogura,@mikegenovesemd OR WE CAN LEGALIZE MARIJUANA,Tue Jul 24 15:04:22 +0000 2018,"Miami, FL"
1396,ShartsvilleGal,"Looking for jobs, Dean Foods in Florida has several but they state they do not allow medical marijuana &amp; will dismi… https://t.co/w8U2ejnZ3j",Tue Jul 24 15:00:19 +0000 2018,"Orlando, FL, United States"
1397,CurrConsultGrp,#MedicalMarijuana proponents in TX target rural areas with new ad campaign leading up to elections.… https://t.co/DrHXfDBOtk,Tue Jul 24 15:00:01 +0000 2018,"Coral Springs, FL"
1398,NicoleCuturia,Big Pharma needs to stop hating on Medical Marijuana. This is a life saving medicine unlike the crap you want to shove down our throats.,Tue Jul 24 14:54:44 +0000 2018,"Minnesota, USA"
1399,RichnCindie1013,RT @mana_sota: Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana https://t.co/8Nx2VBAbWb,Tue Jul 24 14:53:46 +0000 2018,
1400,LeroyWi72317966,"@sftbllmommync When did anyone say, there were victim? What if they were caught dealing in marijuana 🤔. Then yes, y… https://t.co/qKWCOc8XBf",Tue Jul 24 14:52:14 +0000 2018,"Miramar, FL"
1401,LoriMoffet,"RT @bradentonherald: So, how high will this new marijuana beer get you? Five things to know https://t.co/B9WgDnSGwk",Tue Jul 24 14:47:09 +0000 2018,Florida
1402,bradentonherald,"So, how high will this new marijuana beer get you? Five things to know https://t.co/B9WgDnSGwk",Tue Jul 24 14:41:08 +0000 2018,"Bradenton, Florida"
1403,strat_nick,"@kylegriffin1 Dems should run on 
1. Reversing harmful tariffs that make everything more expensive
2. Decriminalizi… https://t.co/ROWRiZx7Hx",Tue Jul 24 14:39:47 +0000 2018,South Florida
1404,AmazngReads,RT @ReaderFaves The Laredo marijuana Racket. Read the True Crime blog. ➡https://t.co/qozh5VP6qp  https://t.co/TerXt2gjTS #amreading,Tue Jul 24 14:29:17 +0000 2018,"Minnesota, USA"
1405,IN_VISIONRESLLC,Federal Report On Marijuana Legalization Required Under New Bill https://t.co/bTvEcNBSp9 https://t.co/bowzNwQ3ti,Tue Jul 24 14:15:17 +0000 2018,"Dothan, AL"
1406,AegisFS,Green Bank had to divest in the #Marijuana space to find a buyer. #AegisFS provides #Cashless #ATM #Kiosk… https://t.co/3Q9jELQbOt,Tue Jul 24 14:11:14 +0000 2018,South Florida
1407,GodfadaChef,Anyone who distributes Marijuana #ShouldHaveADriveThru #LegalizeIt #WorldWide https://t.co/xMWXJPfZil,Tue Jul 24 14:09:25 +0000 2018,"Parkland, FL"
1408,Gudi102,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 14:06:14 +0000 2018,Curitiba
1409,kernel_cannabis,"Where the plus at around the Kissimmee Orlando area with the strong pacc
#weed #cannabis #marijuana
#plugs",Tue Jul 24 13:50:56 +0000 2018,
1410,CaronTreatment,A recent report from @GHSAHQ shows that 44% of fatally-injured drivers with known results tested positive for drugs… https://t.co/Lm8gga8VAP,Tue Jul 24 13:43:25 +0000 2018,"PA, FL"
1411,TRUSTinbound,Hot off the press! THE INCROWD is out!  https://t.co/jBbdTjFaBv Thanks to @Harborside_Oak @karlrohde @WyseMeter #cannabis #marijuana,Tue Jul 24 13:36:53 +0000 2018,"Ponte Vedra, FL"
1412,sbeverywear,Check out FRIED CHICKEN COCK RASTA 420 WEED POT MARIJUANA T Shirt The Mountain Tee S-5XL  https://t.co/d11GPNvG6c via @eBay,Tue Jul 24 13:28:30 +0000 2018,"Orlando, FL"
1413,CandyHeadEdible,"RT @SCohenFIUmed: 1600 #doctors can now prescribe #cannabis in Florida. Unless you've been living under a rock, you've noticed that medical…",Tue Jul 24 13:26:19 +0000 2018,"Providence, RI"
1414,bperks13,"@yeahbaby3052954 @Holdenradio @AdamHBeasley Tony is correct, there is nothing in marijuana that causes paranoia or… https://t.co/4qAu3LwMy1",Tue Jul 24 13:18:29 +0000 2018,"Daytona Beach, FL"
1415,OccupyOrlandoF,"RT @OccupyOrlandoF: 🍨 🍦 NoWay 😋 🤚 Total U.S. 
Marijuana Demand Tops Ice Cream https://t.co/CEu4a3OpPU",Tue Jul 24 13:14:41 +0000 2018,"Orlando, FL"
1416,plant_life_co,The Best Countries Around the World to Smoke Weed @Thrillist https://t.co/6c8pegjm3I,Tue Jul 24 13:10:45 +0000 2018,"Delray Beach, FL"
1417,PupaDred,RT @krassenstein: BREAKING:  The City of Seattle has just filed a motion to vacate all convictions &amp; drop all charges for marijuana possess…,Tue Jul 24 13:09:23 +0000 2018,Garalebelwane
1418,CurrConsultGrp,"OK's #medicalmarijuana program facing lashback over #THC limits imposed for safety. #CurrentCompliance
https://t.co/UeWWjA8412",Tue Jul 24 13:00:00 +0000 2018,"Coral Springs, FL"
1419,lawnjock478,RT @mana_sota: Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana https://t.co/8Nx2VBAbWb,Tue Jul 24 12:58:48 +0000 2018,Ohio/Florida
1420,RunningNEPA,@RyanMarino What ever happened to smoking plain old marijuana? People are nuts.,Tue Jul 24 12:55:41 +0000 2018,"Pennsylvania, USA"
1421,Jeffrey52095461,"@DRUDGE_REPORT @IngrahamAngle CBD does, but not straight marijuana. THC can cause anxiety and even schizophrenia in… https://t.co/ykmpm3zd6Y",Tue Jul 24 12:35:54 +0000 2018,"Pennsylvania, USA"
1422,SCohenFIUmed,"1600 #doctors can now prescribe #cannabis in Florida. Unless you've been living under a rock, you've noticed that m… https://t.co/rIJVOemQqC",Tue Jul 24 12:24:03 +0000 2018,"Miami, FL"
1423,pieferpatients,Smoke and Mirrors: Is Marijuana Actually Medicinal? https://t.co/veNH1sPVy0 via @medscape,Tue Jul 24 12:23:38 +0000 2018,"Key West, FL"
1424,WALBNews10,"US representative from Ohio: Marijuana should be legalized in all 50 states 

https://t.co/zNiFXGNvx0 https://t.co/D6qsS54kLO",Tue Jul 24 12:15:17 +0000 2018,"Albany, GA"
1425,beadbud5000,Not all that surprising if you think about it. https://t.co/4mTarh5chc,Tue Jul 24 12:13:28 +0000 2018,"St. Petersburg, FL"
1426,MarijuanaOrl,Sweet Leaf granted temporary reprieve from destroying Denver marijuana https://t.co/0gxNvOTeZS https://t.co/dWDKY5xi6G,Tue Jul 24 12:10:14 +0000 2018,"Orlando, Florida"
1427,Omar26m,Two funeral homes invented a marijuana coffin. It was a joint undertaking. #heyeverybody,Tue Jul 24 12:03:49 +0000 2018,"Fort Lauderdale, FL"
1428,ShockleyWoods,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 11:57:20 +0000 2018,Alabama (D)
1429,All_n1ent,WEDNESDAY WE GOT @HerbnLifestyle BRINGING THA MOST INFLUENTIAL INFORMATION 4 MEDICAL MARIJUANA ..... COMING AUGUST… https://t.co/Y8zzea8OmV,Tue Jul 24 11:56:10 +0000 2018,"Central, FL"
1430,donna816,@cspanwj Legalize Marijuana .....you'll get all the young people out to vote ....,Tue Jul 24 11:54:43 +0000 2018,"Naples, Florida "
1431,kurt_schleicher,RT @TB_Times: ICYMI: The changes will help the sheriff's office fill more open positions and account for the growing popularity of tattoos…,Tue Jul 24 11:47:32 +0000 2018,
1432,Salaam_Bey,RT @1KENNYBASE: ISNT REAL MARIJUANA LEGAL IN DC? https://t.co/wihNen3XIm,Tue Jul 24 11:29:54 +0000 2018,"Miami, Florida, U.S.A."
1433,Hanto38Le,RT @mana_sota: Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana https://t.co/8Nx2VBAbWb,Tue Jul 24 11:29:00 +0000 2018,"Florida, USA"
1434,1KENNYBASE,ISNT REAL MARIJUANA LEGAL IN DC? https://t.co/wihNen3XIm,Tue Jul 24 11:28:11 +0000 2018,"Pennsylvania, USA"
1435,ITIHeadquarters,"RT @DrugTestNews: N.S. girl, 4, ate 15 pieces of marijuana product she thought was chocolate: police https://t.co/peZtz98I8h",Tue Jul 24 11:19:08 +0000 2018,"Indianapolis, IN"
1436,Mia_2u,RT @mana_sota: Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana https://t.co/8Nx2VBAbWb,Tue Jul 24 11:17:08 +0000 2018,
1437,ALANDexter2020,RT @mana_sota: Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana https://t.co/8Nx2VBAbWb,Tue Jul 24 11:15:50 +0000 2018,USA
1438,LeChatNoire4,RT @mana_sota: Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana https://t.co/8Nx2VBAbWb,Tue Jul 24 11:13:31 +0000 2018,Florida
1439,MarijuanaOrl,State marijuana reforms could spark tens of millions of dollars in business opportunities https://t.co/wiZA4kix6e https://t.co/JePjG45O4L,Tue Jul 24 11:02:04 +0000 2018,"Orlando, Florida"
1440,TB_Times,ICYMI: The changes will help the sheriff's office fill more open positions and account for the growing popularity o… https://t.co/bVnDrdVkg0,Tue Jul 24 11:00:01 +0000 2018,"St. Petersburg, Florida"
1441,downey1950_w,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 10:52:43 +0000 2018,"New York, USA"
1442,BabyKellzz,"RT @ShaunSnow02: @dan_goldben @MrFilmkritik @Jillbles I am not denying that at all, but I just don't see why this issue needs to be a racia…",Tue Jul 24 10:26:21 +0000 2018,Georgia
1443,SleepyNever,@EricHolder Legalize Marijuana Federally @ you have my vote.,Tue Jul 24 10:21:12 +0000 2018,West Palm Beach #561
1444,DrugTestNews,Medical marijuana trade group unveils bill to regulate Oklahoma market https://t.co/YidXG6b8nq,Tue Jul 24 10:16:30 +0000 2018,"Boca Raton, FL"
1445,DrugTestNews,National to put up own medicinal marijuana bill https://t.co/u43s1AmNLp,Tue Jul 24 09:16:31 +0000 2018,"Boca Raton, FL"
1446,mana_sota,Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana https://t.co/8Nx2VBAbWb,Tue Jul 24 07:37:13 +0000 2018,"Bradenton, FL"
1447,KielShrefler,RT @Anarcho_Mom: The only crime here is theft of 102 pounds of marijuana https://t.co/20zmu9HHcb,Tue Jul 24 06:44:38 +0000 2018,
1448,Thirty0n3,RT @Anarcho_Mom: The only crime here is theft of 102 pounds of marijuana https://t.co/20zmu9HHcb,Tue Jul 24 06:21:29 +0000 2018,"Seattle, WA"
1449,DrugTestNews,"College preps medical marijuana testing lab, related courses https://t.co/6idoFL6j82",Tue Jul 24 06:16:29 +0000 2018,"Boca Raton, FL"
1450,Anarcho_Mom,The only crime here is theft of 102 pounds of marijuana https://t.co/20zmu9HHcb,Tue Jul 24 06:16:23 +0000 2018,"Minnesota, USA"
1451,joseph_b39,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 06:02:03 +0000 2018,
1452,1less_sheepfoh,Didn't need marijuana to know that https://t.co/82s2ALoWgy,Tue Jul 24 05:53:54 +0000 2018,"Brevard County, Fl"
1453,RELOBEATS,Colorado is Using $3 Million From Marijuana Tax to Provide Food and Housing for the Homeless https://t.co/nQE4aRYp5b,Tue Jul 24 05:53:00 +0000 2018,"Miami, Fl"
1454,DrugTestNews,Pot topic: Lawmakers meet this week to talk marijuana policy https://t.co/RJ0roE0CWr,Tue Jul 24 05:46:28 +0000 2018,"Boca Raton, FL"
1455,bainfit,Matt Barnes Talks Marijuana in the NBA &amp; More with Rich Eisen | Full Int... https://t.co/cOSV9regOM via @YouTube,Tue Jul 24 04:46:19 +0000 2018,"Miami, FL"
1456,MyDepiction,"“If marijuana’s less harmful than tobacco products, why then is it illegal, you ask?”

Listen to my song for the an… https://t.co/qpnpQjUmGV",Tue Jul 24 04:35:34 +0000 2018,FL
1457,JUDYP1248,"RT @EdKrassen: BREAKING: Congressman Tim Ryan (D-OH) has called for the legalization of Marijuana nationwide!

 ""I am calling for an end to…",Tue Jul 24 04:19:17 +0000 2018,United States
1458,DrugTestNews,Fountain Valley man sentenced to life in prison in kidnapping and torture of marijuana dispensary owner https://t.co/p4v41DbnTS,Tue Jul 24 04:16:29 +0000 2018,"Boca Raton, FL"
1459,IntlFeel,RT @CBSMiami: Leading Democrat Calls For Legalized Marijuana In All 50 States https://t.co/KWyjFloHAz,Tue Jul 24 04:07:21 +0000 2018,Not - Phoenix Part of Arizona
1460,CBSMiami,Leading Democrat Calls For Legalized Marijuana In All 50 States https://t.co/KWyjFloHAz,Tue Jul 24 04:00:19 +0000 2018,Miami
1461,MedNewz,🇨🇦 Four-year-old girl eats 15 pieces of edible marijuana product https://t.co/cYvS2Hb5kT,Tue Jul 24 03:52:30 +0000 2018,"Fort Lauderdale, FL"
1462,chrispilz,Cops Say Offset Was Weaving in Lanes When They Pulled Him Over https://t.co/OXg3q8DFuP via @TMZ,Tue Jul 24 03:49:49 +0000 2018,"Parrish, FL"
1463,DrugTestNews,"100 pounds of marijuana among items seized from North Carolina home day care, cops say https://t.co/omq2vdIfHo",Tue Jul 24 03:46:28 +0000 2018,"Boca Raton, FL"
1464,LNseven5,Marijuana legalization= more marijuana associated fires/ explosions. Sad. Greenfield marijuana greenhouses burn in… https://t.co/7iyAqFg9f6,Tue Jul 24 03:13:48 +0000 2018,Tampa
1465,Jinx1338,"RT @Florida_MJ: Legalizing Drugs Would Boost US Budgets By $100 Billion, Harvard Researcher Concludes | Marijuana Moment https://t.co/YNMzd…",Tue Jul 24 03:12:01 +0000 2018,"Florida, USA"
1466,THCMedia,Need help getting your #Dream #Job in the #Cannabis Industry? Join the #FREE Cannabis #Career Summit Today and real… https://t.co/5FmIfwvUgJ,Tue Jul 24 03:11:06 +0000 2018,"Fort Myers, FL"
1467,zorrolagos,@Reuters You got to be kidding me. Marijuana has been used as medicine since the beginning of medicine. Their isn’t… https://t.co/Z1rtYPoEab,Tue Jul 24 03:06:18 +0000 2018,"Miami, Florida"
1468,Salcido314,"RT @MMARoasted: For the BEST Marijuana, CBD, Vapes, Flower and weed Sex Lube in California, go to @SpeedWeed Follow them now and check them…",Tue Jul 24 03:04:54 +0000 2018,"Los Angeles, CA"
1469,777Tewa,RT @777Tewa: Cancer Institute Finally Admits Marijuana Kills Cancer https://t.co/qHoNuTwKE2,Tue Jul 24 02:56:12 +0000 2018,"Minnesota, USA"
1470,777Tewa,Cancer Institute Finally Admits Marijuana Kills Cancer https://t.co/qHoNuTwKE2,Tue Jul 24 02:54:54 +0000 2018,"Minnesota, USA"
1471,mcwilkins63,RT @TB_Times: The changes will help the sheriff's office fill more open positions and account for the growing popularity of tattoos and soc…,Tue Jul 24 02:54:29 +0000 2018,
1472,777Tewa,Cancer Institute Finally Admits Marijuana Kills Cancer https://t.co/qHoNuTOm2C,Tue Jul 24 02:53:48 +0000 2018,"Minnesota, USA"
1473,the420company,"RIP Shaq 😭🦈 @_the420company_ haha just kidding, he ain’t dead 😂 but that sounds like a close fuckin call tho.
.
.
.… https://t.co/6mHZhteOvx",Tue Jul 24 02:49:01 +0000 2018,"Fort Lauderdale, FL"
1474,DrugTestNews,"Americans' view of marijuana is rosy, and unscientific https://t.co/Tgr4xT0sd5",Tue Jul 24 02:46:28 +0000 2018,"Boca Raton, FL"
1475,pedritooj_,marijuana is bad for the soul 🤷🏽‍♂️,Tue Jul 24 02:41:26 +0000 2018,"Minnesota, USA"
1476,MsJynxiKatt,I liked a @YouTube video https://t.co/yYaT6W2A7w Lords of Acid - Marijuana in Your Brain (Voodoo-U album),Tue Jul 24 02:37:56 +0000 2018,"Sarasota, Florida"
1477,HeadSpaceman,Listen to Marijuana (Broad City Soundtrack Exclusive) by ZEBRA KATZ https://t.co/prSB6glfXp — Lmao I like it but I… https://t.co/ftCGm4RFfo,Tue Jul 24 02:36:21 +0000 2018,"Miami, FL"
1478,DrugTestNews,Employees evacuated as Calif. marijuana greenhouse burns https://t.co/RLUaDMrR10,Tue Jul 24 02:16:29 +0000 2018,"Boca Raton, FL"
1479,mikeschardin,RT @TogetherMinn: Listen up elected officials the people have spoken! #TogetherMN https://t.co/H6dRBA6fBW #mnleg,Tue Jul 24 02:16:16 +0000 2018,"Minneapolis, MN"
1480,CaptKillswitch,"@SmoothChuckieT And marijuana, but I kept that for myself.",Tue Jul 24 02:09:49 +0000 2018,"Tampa, FL"
1481,Pornstarchloe,So excited to start this journey towards this MEDICAL Marijuana Dispensary 🙌🏽,Tue Jul 24 02:07:45 +0000 2018,"Miami, FL"
1482,induspsych,Public opinion of marijuana more favorable than existing evidence #Psychiatry https://t.co/r1Rqlemyj8,Tue Jul 24 02:04:03 +0000 2018,"Boca Raton, FL"
1483,MMARoasted,"For the BEST Marijuana, CBD, Vapes, Flower and weed Sex Lube in California, go to @SpeedWeed Follow them now and ch… https://t.co/uHK0PIHBiS",Tue Jul 24 02:02:09 +0000 2018,Hollywood
1484,the420company,"Fancy! 🍟🍟🍟 @psychicwarveteran @_the420company_ .
.
.
.
.
#weed #wakeandbake #stoner #funny #smokeweed #photography… https://t.co/9Gx9ghayAo",Tue Jul 24 01:48:45 +0000 2018,"Fort Lauderdale, FL"
1485,chartsweb,RT @TRUSTinbound: Hot off the press! THE INCROWD is out!  https://t.co/8N7V62qs3Y Thanks to @chartsweb @Dankr_Cannabis @ladybuggedhc #canna…,Tue Jul 24 01:48:41 +0000 2018,Central Texas
1486,DrugTestNews,"N.S. girl, 4, ate 15 pieces of marijuana product she thought was chocolate: police https://t.co/peZtz98I8h",Tue Jul 24 01:46:28 +0000 2018,"Boca Raton, FL"
1487,832ajb,Pot In Uruguay Is About To Get Super Legal (And Super Cheap) https://t.co/lnBXWvENM9 via @theworldpost,Tue Jul 24 01:43:10 +0000 2018,"Lake Buena Vista, FL"
1488,Mysteryves,RT @WiseOnesCMD: New Study Suggests Marijuana Users Have a Decreased Risk of Atrial Fibrillation and In-Hospital Mortality  https://t.co/2P…,Tue Jul 24 01:40:24 +0000 2018,'the pool of life'
1489,greggardnerbook,RT @ReaderFaves The Laredo marijuana Racket. Read the True Crime blog. ➡https://t.co/kBSQwXwmlA  https://t.co/NZr1QWi1lx #amreading,Tue Jul 24 01:34:19 +0000 2018,"Minnesota, USA"
1490,AJPellegrin0,RT @TB_Times: The changes will help the sheriff's office fill more open positions and account for the growing popularity of tattoos and soc…,Tue Jul 24 01:18:46 +0000 2018,"Tampa, FL"
1491,MNTRYJOSEPH,It's Time to Legalize Marijuana in Texas https://t.co/9YcqwEl4PL,Tue Jul 24 01:17:54 +0000 2018,"Pensacola, Florida"
1492,dianegracely,There is NO way I could even think about this being something I'd be proud of until we have a better medical mariju… https://t.co/k4Qk4C4CTE,Tue Jul 24 01:17:17 +0000 2018,"Silver Springs, Florida"
1493,pa_medical,"Do you know someone who's elderly who could benefit from Medical Marijuana?  We're here to help, call us at: 1-888-… https://t.co/JOk5wzUezl",Tue Jul 24 00:55:03 +0000 2018,"Pennsylvania, USA"
1494,BernieRacer31,"Love your attitude, but understand marijuana is safer than alcohol. Many have dies from alcohol poisoning, like the… https://t.co/QJ50XZhVCV",Tue Jul 24 00:52:58 +0000 2018,FLORIDA
1495,the420company,"😂😂😂 accurate @_the420company_ .
.
.
.
.
#weed #wakeandbake #stoner #funny #smokeweed #photography #kush… https://t.co/MDHrFdva9w",Tue Jul 24 00:49:14 +0000 2018,"Fort Lauderdale, FL"
